account_id,entity_id,account_type,kyc_tier,status,opened_on,risk_category,is_fraud,pattern_type,branch_name,branch_code
ACC_00219,ENT_00040,CURRENT,2,ACTIVE,2021-11-19,LOW,False,NONE,Shivaji Nagar Pune,MH033
ACC_00220,ENT_00041,SAVINGS,2,ACTIVE,2022-07-27,LOW,False,NONE,Mumbai Main Branch,MH001
ACC_00221,ENT_00042,SAVINGS,2,ACTIVE,2024-08-06,LOW,False,NONE,Kalyan East Branch,MH042
ACC_00222,ENT_00043,SALARY,3,ACTIVE,2021-01-10,LOW,False,NONE,Connaught Place Delhi,DL011
ACC_00223,ENT_00044,SALARY,2,ACTIVE,2023-05-15,LOW,False,NONE,MG Road Bengaluru,KA005
ACC_00224,ENT_00045,SALARY,3,ACTIVE,2022-09-15,LOW,False,NONE,Cyber City Gurugram,HR022
ACC_00225,ENT_00046,CURRENT,2,ACTIVE,2021-06-06,LOW,False,NONE,BKC Corporate Tower,MH099
ACC_00226,ENT_00047,SALARY,3,ACTIVE,2023-12-06,LOW,False,NONE,Salt Lake Kolkata,WB014
ACC_00227,ENT_00048,SAVINGS,3,ACTIVE,2023-10-22,LOW,False,NONE,Banjara Hills Hyderabad,TS008
ACC_00228,ENT_00049,SAVINGS,2,ACTIVE,2024-07-17,LOW,False,NONE,Anna Salai Chennai,TN019
ACC_00229,ENT_00050,CURRENT,2,ACTIVE,2024-11-04,LOW,False,NONE,Shivaji Nagar Pune,MH033
ACC_00230,ENT_00051,SAVINGS,2,ACTIVE,2024-06-08,LOW,False,NONE,Mumbai Main Branch,MH001
ACC_00231,ENT_00052,SAVINGS,3,ACTIVE,2024-04-15,LOW,False,NONE,Kalyan East Branch,MH042
ACC_00232,ENT_00053,CURRENT,3,ACTIVE,2023-10-24,LOW,False,NONE,Connaught Place Delhi,DL011
ACC_00233,ENT_00054,SALARY,2,ACTIVE,2023-11-12,LOW,False,NONE,MG Road Bengaluru,KA005
ACC_00234,ENT_00055,SALARY,2,ACTIVE,2021-11-04,LOW,False,NONE,Cyber City Gurugram,HR022
ACC_00235,ENT_00056,CURRENT,3,ACTIVE,2022-07-22,LOW,False,NONE,BKC Corporate Tower,MH099
ACC_00236,ENT_00057,SALARY,3,ACTIVE,2021-11-10,LOW,False,NONE,Salt Lake Kolkata,WB014
ACC_00237,ENT_00058,CURRENT,2,ACTIVE,2022-03-16,LOW,False,NONE,Banjara Hills Hyderabad,TS008
ACC_00238,ENT_00059,SAVINGS,3,ACTIVE,2023-07-23,LOW,False,NONE,Anna Salai Chennai,TN019
ACC_00239,ENT_00060,SALARY,3,ACTIVE,2022-04-22,LOW,False,NONE,Shivaji Nagar Pune,MH033
ACC_00240,ENT_00061,SALARY,2,ACTIVE,2024-09-23,LOW,False,NONE,Mumbai Main Branch,MH001
ACC_00241,ENT_00062,CURRENT,2,ACTIVE,2021-01-27,LOW,False,NONE,Kalyan East Branch,MH042
ACC_00242,ENT_00063,SALARY,2,ACTIVE,2022-03-11,LOW,False,NONE,Connaught Place Delhi,DL011
ACC_00243,ENT_00064,SALARY,3,ACTIVE,2021-11-07,LOW,False,NONE,MG Road Bengaluru,KA005
ACC_00244,ENT_00065,SALARY,3,ACTIVE,2021-09-15,LOW,False,NONE,Cyber City Gurugram,HR022
ACC_00245,ENT_00066,SAVINGS,3,ACTIVE,2022-09-14,LOW,False,NONE,BKC Corporate Tower,MH099
ACC_00246,ENT_00067,CURRENT,2,ACTIVE,2024-11-26,LOW,False,NONE,Salt Lake Kolkata,WB014
ACC_00247,ENT_00068,CURRENT,2,ACTIVE,2024-05-27,LOW,False,NONE,Banjara Hills Hyderabad,TS008
ACC_00248,ENT_00069,SAVINGS,2,ACTIVE,2021-01-14,LOW,False,NONE,Anna Salai Chennai,TN019
ACC_00249,ENT_00070,CURRENT,2,ACTIVE,2021-02-16,LOW,False,NONE,Shivaji Nagar Pune,MH033
ACC_00250,ENT_00071,SAVINGS,3,ACTIVE,2024-03-25,LOW,False,NONE,Mumbai Main Branch,MH001
ACC_00251,ENT_00072,SAVINGS,3,ACTIVE,2023-07-15,LOW,False,NONE,Kalyan East Branch,MH042
ACC_00252,ENT_00073,CURRENT,3,ACTIVE,2021-11-22,LOW,False,NONE,Connaught Place Delhi,DL011
ACC_00253,ENT_00074,SALARY,2,ACTIVE,2023-02-06,LOW,False,NONE,MG Road Bengaluru,KA005
ACC_00254,ENT_00075,SALARY,3,ACTIVE,2022-12-08,LOW,False,NONE,Cyber City Gurugram,HR022
ACC_00255,ENT_00076,SAVINGS,2,ACTIVE,2023-08-22,LOW,False,NONE,BKC Corporate Tower,MH099
ACC_00256,ENT_00077,SALARY,3,ACTIVE,2024-04-08,LOW,False,NONE,Salt Lake Kolkata,WB014
ACC_00257,ENT_00078,CURRENT,3,ACTIVE,2022-05-07,LOW,False,NONE,Banjara Hills Hyderabad,TS008
ACC_00258,ENT_00079,SALARY,2,ACTIVE,2021-11-14,LOW,False,NONE,Anna Salai Chennai,TN019
ACC_00259,ENT_00080,SALARY,2,ACTIVE,2022-04-03,LOW,False,NONE,Shivaji Nagar Pune,MH033
ACC_00260,ENT_00081,SAVINGS,2,ACTIVE,2024-10-22,LOW,False,NONE,Mumbai Main Branch,MH001
ACC_00261,ENT_00082,SALARY,2,ACTIVE,2022-12-02,LOW,False,NONE,Kalyan East Branch,MH042
ACC_00262,ENT_00083,CURRENT,3,ACTIVE,2022-09-07,LOW,False,NONE,Connaught Place Delhi,DL011
ACC_00263,ENT_00084,SAVINGS,2,ACTIVE,2023-04-27,LOW,False,NONE,MG Road Bengaluru,KA005
ACC_00264,ENT_00085,SALARY,3,ACTIVE,2023-04-10,LOW,False,NONE,Cyber City Gurugram,HR022
ACC_00265,ENT_00086,SAVINGS,2,ACTIVE,2024-05-09,LOW,False,NONE,BKC Corporate Tower,MH099
ACC_00266,ENT_00087,SAVINGS,2,ACTIVE,2024-09-16,LOW,False,NONE,Salt Lake Kolkata,WB014
ACC_00267,ENT_00088,SAVINGS,3,ACTIVE,2024-09-11,LOW,False,NONE,Banjara Hills Hyderabad,TS008
ACC_00268,ENT_00089,SALARY,3,ACTIVE,2024-03-10,LOW,False,NONE,Anna Salai Chennai,TN019
ACC_00269,ENT_00090,CURRENT,2,ACTIVE,2024-04-28,LOW,False,NONE,Shivaji Nagar Pune,MH033
ACC_00270,ENT_00091,SAVINGS,3,ACTIVE,2022-08-02,LOW,False,NONE,Mumbai Main Branch,MH001
ACC_00271,ENT_00092,SALARY,3,ACTIVE,2024-09-17,LOW,False,NONE,Kalyan East Branch,MH042
ACC_00272,ENT_00093,SAVINGS,3,ACTIVE,2022-05-07,LOW,False,NONE,Connaught Place Delhi,DL011
ACC_00273,ENT_00094,CURRENT,2,ACTIVE,2024-06-03,LOW,False,NONE,MG Road Bengaluru,KA005
ACC_00274,ENT_00095,SALARY,2,ACTIVE,2021-05-13,LOW,False,NONE,Cyber City Gurugram,HR022
ACC_00275,ENT_00096,SALARY,2,ACTIVE,2021-04-26,LOW,False,NONE,BKC Corporate Tower,MH099
ACC_00276,ENT_00097,SALARY,2,ACTIVE,2024-04-28,LOW,False,NONE,Salt Lake Kolkata,WB014
ACC_00277,ENT_00098,CURRENT,3,ACTIVE,2021-04-07,LOW,False,NONE,Banjara Hills Hyderabad,TS008
ACC_00278,ENT_00099,SALARY,2,ACTIVE,2024-04-23,LOW,False,NONE,Anna Salai Chennai,TN019
ACC_00279,ENT_00100,SALARY,2,ACTIVE,2024-04-18,LOW,False,NONE,Shivaji Nagar Pune,MH033
ACC_00280,ENT_00101,CURRENT,3,ACTIVE,2024-08-18,LOW,False,NONE,Mumbai Main Branch,MH001
ACC_00281,ENT_00102,SALARY,3,ACTIVE,2023-05-12,LOW,False,NONE,Kalyan East Branch,MH042
ACC_00282,ENT_00103,SALARY,3,ACTIVE,2024-02-26,LOW,False,NONE,Connaught Place Delhi,DL011
ACC_00283,ENT_00104,SALARY,3,ACTIVE,2023-04-12,LOW,False,NONE,MG Road Bengaluru,KA005
ACC_00284,ENT_00105,CURRENT,3,ACTIVE,2021-10-28,LOW,False,NONE,Cyber City Gurugram,HR022
ACC_00285,ENT_00106,SAVINGS,2,ACTIVE,2021-05-18,LOW,False,NONE,BKC Corporate Tower,MH099
ACC_00286,ENT_00107,SALARY,3,ACTIVE,2023-03-07,LOW,False,NONE,Salt Lake Kolkata,WB014
ACC_00287,ENT_00108,CURRENT,2,ACTIVE,2024-10-27,LOW,False,NONE,Banjara Hills Hyderabad,TS008
ACC_00288,ENT_00109,SAVINGS,3,ACTIVE,2023-05-25,LOW,False,NONE,Anna Salai Chennai,TN019
ACC_00289,ENT_00110,CURRENT,3,ACTIVE,2024-03-24,LOW,False,NONE,Shivaji Nagar Pune,MH033
ACC_00290,ENT_00111,CURRENT,2,ACTIVE,2022-12-18,LOW,False,NONE,Mumbai Main Branch,MH001
ACC_00291,ENT_00112,CURRENT,2,ACTIVE,2021-09-02,LOW,False,NONE,Kalyan East Branch,MH042
ACC_00292,ENT_00113,SAVINGS,2,ACTIVE,2021-07-05,LOW,False,NONE,Connaught Place Delhi,DL011
ACC_00293,ENT_00114,SALARY,2,ACTIVE,2021-12-05,LOW,False,NONE,MG Road Bengaluru,KA005
ACC_00294,ENT_00115,SAVINGS,2,ACTIVE,2024-06-02,LOW,False,NONE,Cyber City Gurugram,HR022
ACC_00295,ENT_00116,SALARY,3,ACTIVE,2024-01-01,LOW,False,NONE,BKC Corporate Tower,MH099
ACC_00296,ENT_00117,SALARY,3,ACTIVE,2021-01-17,LOW,False,NONE,Salt Lake Kolkata,WB014
ACC_00297,ENT_00118,SALARY,3,ACTIVE,2023-01-17,LOW,False,NONE,Banjara Hills Hyderabad,TS008
ACC_00298,ENT_00119,SALARY,3,ACTIVE,2022-02-04,LOW,False,NONE,Anna Salai Chennai,TN019
ACC_00299,ENT_00120,SALARY,2,ACTIVE,2022-04-20,LOW,False,NONE,Shivaji Nagar Pune,MH033
ACC_00300,ENT_00121,SALARY,3,ACTIVE,2023-05-26,LOW,False,NONE,Mumbai Main Branch,MH001
